"nut","k","p","epsilon","U:0","U:1","U:2","vtkValidPointMask","Points:0","Points:1","Points:2"
1.64924e+01,1.78647e+00,-5.21333e+00,1.87040e-02,1.36437e+01,4.35632e-01,-1.03453e+00,1,5.82105e+05,4.78550e+06,1.03325e+03
1.68445e+01,1.83068e+00,-6.91347e+00,1.84100e-02,1.38221e+01,4.71989e-01,-1.08528e+00,1,5.82087e+05,4.78550e+06,1.03677e+03
1.62422e+01,1.77769e+00,-4.55628e+00,1.87453e-02,1.35931e+01,4.24369e-01,-1.01067e+00,1,5.82112e+05,4.78550e+06,1.03208e+03
1.59266e+01,1.76102e+00,-2.17506e+00,1.85152e-02,1.34443e+01,3.71196e-01,-8.92540e-01,1,5.82144e+05,4.78550e+06,1.02895e+03
1.57200e+01,1.74212e+00,-2.85005e-01,1.81461e-02,1.33299e+01,3.09206e-01,-7.43543e-01,1,5.82185e+05,4.78550e+06,1.02546e+03
1.65378e+01,1.76564e+00,-4.08987e-01,1.76885e-02,1.33440e+01,3.01682e-01,-7.26300e-01,1,5.82185e+05,4.78549e+06,1.02519e+03
1.50704e+01,1.72882e+00,-7.28169e-01,1.87029e-02,1.33527e+01,3.37846e-01,-8.14423e-01,1,5.82170e+05,4.78551e+06,1.02708e+03
1.50188e+01,1.72471e+00,-4.58147e-01,1.86392e-02,1.33355e+01,3.27361e-01,-7.88004e-01,1,5.82177e+05,4.78551e+06,1.02643e+03
1.43267e+01,1.70682e+00,-6.13067e-01,1.92008e-02,1.33387e+01,3.44525e-01,-8.32989e-01,1,5.82170e+05,4.78551e+06,1.02746e+03
1.42214e+01,1.69886e+00,-3.25774e-01,1.92285e-02,1.33166e+01,3.33551e-01,-8.06072e-01,1,5.82177e+05,4.78552e+06,1.02677e+03
1.49752e+01,1.72069e+00,-1.75384e-01,1.85653e-02,1.33183e+01,3.16231e-01,-7.59956e-01,1,5.82185e+05,4.78551e+06,1.02578e+03
1.48393e+01,1.71613e+00,9.79008e-02,1.89601e-02,1.32874e+01,3.03485e-01,-7.30591e-01,1,5.82193e+05,4.78551e+06,1.02516e+03
1.41858e+01,1.69487e+00,-5.58311e-02,1.93173e-02,1.32947e+01,3.21748e-01,-7.77137e-01,1,5.82185e+05,4.78552e+06,1.02612e+03
1.58049e+01,1.73126e+00,3.24959e-01,1.77402e-02,1.33119e+01,2.68585e-01,-6.52643e-01,1,5.82217e+05,4.78550e+06,1.02402e+03
1.65720e+01,1.75259e+00,2.33592e-01,1.73431e-02,1.33240e+01,2.61172e-01,-6.39490e-01,1,5.82217e+05,4.78549e+06,1.02388e+03
1.48844e+01,1.71273e+00,2.11721e-01,1.84157e-02,1.32998e+01,2.94548e-01,-7.08800e-01,1,5.82201e+05,4.78551e+06,1.02475e+03
1.49233e+01,1.71029e+00,3.19571e-01,1.82962e-02,1.32985e+01,2.85555e-01,-6.87740e-01,1,5.82209e+05,4.78551e+06,1.02443e+03
1.49800e+01,1.70832e+00,4.23673e-01,1.81675e-02,1.32987e+01,2.76531e-01,-6.66742e-01,1,5.82217e+05,4.78551e+06,1.02417e+03
1.50647e+01,1.70662e+00,5.06710e-01,1.87936e-02,1.32749e+01,2.63338e-01,-6.43129e-01,1,5.82225e+05,4.78551e+06,1.02397e+03
1.42103e+01,1.68266e+00,5.41526e-01,1.93677e-02,1.32541e+01,2.80258e-01,-6.79099e-01,1,5.82217e+05,4.78552e+06,1.02431e+03
1.60645e+01,1.72280e+00,4.31939e-01,1.72324e-02,1.33369e+01,2.40830e-01,-5.95528e-01,1,5.82250e+05,4.78550e+06,1.02333e+03
1.67892e+01,1.74257e+00,3.79224e-01,1.68840e-02,1.33435e+01,2.33327e-01,-5.83986e-01,1,5.82250e+05,4.78549e+06,1.02313e+03
1.51116e+01,1.70523e+00,4.88244e-01,1.78974e-02,1.33119e+01,2.60308e-01,-6.31736e-01,1,5.82233e+05,4.78551e+06,1.02378e+03
1.51891e+01,1.70316e+00,4.89907e-01,1.77567e-02,1.33200e+01,2.54595e-01,-6.19731e-01,1,5.82242e+05,4.78551e+06,1.02363e+03
1.52868e+01,1.70161e+00,4.88757e-01,1.76073e-02,1.33296e+01,2.48915e-01,-6.08001e-01,1,5.82250e+05,4.78551e+06,1.02355e+03
1.53735e+01,1.69962e+00,4.56299e-01,1.82878e-02,1.33090e+01,2.38639e-01,-5.93749e-01,1,5.82258e+05,4.78551e+06,1.02340e+03
1.45539e+01,1.67785e+00,5.66745e-01,1.88126e-02,1.32864e+01,2.52120e-01,-6.17312e-01,1,5.82250e+05,4.78552e+06,1.02377e+03
1.61684e+01,1.71405e+00,1.79377e-01,1.68937e-02,1.33653e+01,2.28157e-01,-5.73300e-01,1,5.82282e+05,4.78550e+06,1.02261e+03
1.68760e+01,1.73307e+00,1.77399e-01,1.65660e-02,1.33696e+01,2.20555e-01,-5.62230e-01,1,5.82282e+05,4.78549e+06,1.02239e+03
1.68400e+01,1.73448e+00,-2.56035e-12,1.75005e-02,1.33347e+01,2.13197e-01,-5.55332e-01,1,5.82290e+05,4.78549e+06,1.02231e+03
1.61704e+01,1.71456e+00,1.73748e-12,1.77925e-02,1.33317e+01,2.20945e-01,-5.66728e-01,1,5.82290e+05,4.78550e+06,1.02253e+03
1.53975e+01,1.69762e+00,3.68774e-01,1.73592e-02,1.33534e+01,2.40356e-01,-5.92920e-01,1,5.82266e+05,4.78551e+06,1.02324e+03
1.54140e+01,1.69589e+00,2.75225e-01,1.72979e-02,1.33577e+01,2.38329e-01,-5.89143e-01,1,5.82274e+05,4.78551e+06,1.02308e+03
1.54249e+01,1.69402e+00,1.81398e-01,1.72387e-02,1.33616e+01,2.36303e-01,-5.85307e-01,1,5.82282e+05,4.78551e+06,1.02290e+03
1.47740e+01,1.67251e+00,0.00000e+00,1.84522e-02,1.33219e+01,2.36738e-01,-5.90114e-01,1,5.82290e+05,4.78552e+06,1.02297e+03
1.54458e+01,1.69320e+00,-8.56885e-13,1.81098e-02,1.33282e+01,2.29235e-01,-5.78870e-01,1,5.82290e+05,4.78551e+06,1.02274e+03
1.46960e+01,1.67195e+00,1.92713e-01,1.84880e-02,1.33145e+01,2.38898e-01,-5.92701e-01,1,5.82282e+05,4.78552e+06,1.02313e+03
2.75451e+01,2.02640e+00,1.55500e+01,1.36714e-02,1.27530e+01,-1.42512e-01,2.23386e-01,1,5.81345e+05,4.78553e+06,1.02167e+03
2.74888e+01,2.02532e+00,1.52278e+01,1.36829e-02,1.27503e+01,-1.39586e-01,2.16866e-01,1,5.81345e+05,4.78552e+06,1.02152e+03
2.74070e+01,2.00719e+00,1.59941e+01,1.34916e-02,1.27338e+01,-5.96793e-02,9.16837e-02,1,5.81329e+05,4.78554e+06,1.02122e+03
2.75178e+01,2.01736e+00,1.59419e+01,1.35700e-02,1.27456e+01,-1.02591e-01,1.60947e-01,1,5.81337e+05,4.78554e+06,1.02156e+03
2.71281e+01,1.99229e+00,1.60956e+01,1.38327e-02,1.26867e+01,1.52708e-13,-2.33173e-13,1,5.81321e+05,4.78554e+06,1.02082e+03
2.76234e+01,2.02749e+00,1.58908e+01,1.36504e-02,1.27571e+01,-1.45418e-01,2.30000e-01,1,5.81345e+05,4.78554e+06,1.02188e+03
2.76309e+01,2.03147e+00,1.58686e+01,1.40186e-02,1.27490e+01,-1.76893e-01,2.77132e-01,1,5.81353e+05,4.78554e+06,1.02220e+03
2.76150e+01,2.02372e+00,1.62611e+01,1.39304e-02,1.27406e+01,-1.38297e-01,2.19070e-01,1,5.81345e+05,4.78554e+06,1.02210e+03
2.77432e+01,2.04441e+00,1.50964e+01,1.38302e-02,1.28095e+01,-2.64697e-01,4.00919e-01,1,5.81378e+05,4.78553e+06,1.02296e+03
2.76960e+01,2.04263e+00,1.47710e+01,1.38290e-02,1.28080e+01,-2.59065e-01,3.89004e-01,1,5.81378e+05,4.78552e+06,1.02281e+03
2.77499e+01,2.03684e+00,1.57082e+01,1.37308e-02,1.27843e+01,-2.10665e-01,3.22260e-01,1,5.81362e+05,4.78554e+06,1.02252e+03
2.77807e+01,2.04159e+00,1.55745e+01,1.37772e-02,1.27983e+01,-2.40663e-01,3.67987e-01,1,5.81370e+05,4.78554e+06,1.02285e+03
2.78119e+01,2.04632e+00,1.54407e+01,1.38233e-02,1.28124e+01,-2.70589e-01,4.13576e-01,1,5.81378e+05,4.78554e+06,1.02317e+03
2.77715e+01,2.04883e+00,1.52835e+01,1.41289e-02,1.28129e+01,-3.01018e-01,4.55785e-01,1,5.81386e+05,4.78554e+06,1.02349e+03
2.78130e+01,2.04616e+00,1.57627e+01,1.40790e-02,1.28009e+01,-2.75385e-01,4.22698e-01,1,5.81378e+05,4.78554e+06,1.02339e+03
2.77453e+01,2.06170e+00,1.42905e+01,1.40782e-02,1.28760e+01,-3.86480e-01,5.72590e-01,1,5.81410e+05,4.78553e+06,1.02424e+03
2.76970e+01,2.05919e+00,1.39619e+01,1.40666e-02,1.28753e+01,-3.78109e-01,5.55402e-01,1,5.81410e+05,4.78552e+06,1.02402e+03
2.78444e+01,2.05462e+00,1.50630e+01,1.39372e-02,1.28453e+01,-3.33580e-01,4.99824e-01,1,5.81394e+05,4.78554e+06,1.02384e+03
2.78349e+01,2.05952e+00,1.48496e+01,1.40076e-02,1.28619e+01,-3.64403e-01,5.45430e-01,1,5.81402e+05,4.78554e+06,1.02420e+03
2.78136e+01,2.06438e+00,1.46388e+01,1.40831e-02,1.28778e+01,-3.95257e-01,5.90911e-01,1,5.81410e+05,4.78554e+06,1.02453e+03
2.77581e+01,2.06714e+00,1.44195e+01,1.43186e-02,1.28854e+01,-4.27271e-01,6.34265e-01,1,5.81418e+05,4.78554e+06,1.02492e+03
2.78293e+01,2.06485e+00,1.49747e+01,1.42628e-02,1.28694e+01,-4.03288e-01,6.05983e-01,1,5.81410e+05,4.78554e+06,1.02481e+03
2.77078e+01,2.08210e+00,1.32398e+01,1.44068e-02,1.29570e+01,-5.14000e-01,7.53654e-01,1,5.81442e+05,4.78553e+06,1.02603e+03
2.76145e+01,2.07819e+00,1.28776e+01,1.43962e-02,1.29557e+01,-5.02260e-01,7.28703e-01,1,5.81442e+05,4.78552e+06,1.02560e+03
2.78069e+01,2.07389e+00,1.41212e+01,1.42412e-02,1.29162e+01,-4.59713e-01,6.80400e-01,1,5.81426e+05,4.78554e+06,1.02542e+03
2.77973e+01,2.07983e+00,1.38494e+01,1.43308e-02,1.29370e+01,-4.92499e-01,7.28850e-01,1,5.81434e+05,4.78554e+06,1.02592e+03
2.77824e+01,2.08573e+00,1.35782e+01,1.44225e-02,1.29576e+01,-5.25251e-01,7.77119e-01,1,5.81442e+05,4.78554e+06,1.02640e+03
2.77502e+01,2.09089e+00,1.33085e+01,1.45508e-02,1.29756e+01,-5.58454e-01,8.24013e-01,1,5.81450e+05,4.78554e+06,1.02687e+03
2.78368e+01,2.08897e+00,1.39544e+01,1.44817e-02,1.29548e+01,-5.36477e-01,8.01074e-01,1,5.81442e+05,4.78554e+06,1.02676e+03
2.73230e+01,2.13668e+00,1.06499e+01,1.55112e-02,1.31484e+01,-7.66559e-01,1.13201e+00,1,5.81499e+05,4.78553e+06,1.02943e+03
2.67673e+01,2.17406e+00,8.01507e+00,1.66036e-02,1.33339e+01,-9.12970e-01,1.38009e+00,1,5.81531e+05,4.78553e+06,1.03290e+03
2.62560e+01,2.23511e+00,3.90697e+00,1.77014e-02,1.36772e+01,-1.02461e+00,1.68592e+00,1,5.81563e+05,4.78554e+06,1.03908e+03
1.37457e+01,1.75704e+00,-6.08469e+00,2.08566e-02,1.37767e+01,4.74982e-01,-1.18846e+00,1,5.82088e+05,4.78553e+06,1.03982e+03
1.33615e+01,1.70754e+00,-3.85770e+00,2.14628e-02,1.35637e+01,4.23042e-01,-1.13455e+00,1,5.82112e+05,4.78554e+06,1.03694e+03
1.31407e+01,1.67862e+00,-1.64387e+00,2.08086e-02,1.33752e+01,3.79466e-01,-9.80456e-01,1,5.82144e+05,4.78553e+06,1.03063e+03
1.28888e+01,1.65187e+00,1.55837e-01,2.01623e-02,1.32677e+01,3.25933e-01,-8.16362e-01,1,5.82185e+05,4.78553e+06,1.02671e+03
1.35373e+01,1.67145e+00,5.32131e-02,1.95941e-02,1.32855e+01,3.24588e-01,-7.97591e-01,1,5.82185e+05,4.78552e+06,1.02645e+03
1.28160e+01,1.63092e+00,7.14775e-01,1.96412e-02,1.32454e+01,2.90269e-01,-7.16405e-01,1,5.82217e+05,4.78553e+06,1.02473e+03
1.34686e+01,1.65029e+00,6.38998e-01,1.91360e-02,1.32605e+01,2.86876e-01,-6.99202e-01,1,5.82217e+05,4.78552e+06,1.02450e+03
1.21274e+01,1.61996e+00,6.16139e-01,2.04880e-02,1.32312e+01,3.09412e-01,-7.80814e-01,1,5.82201e+05,4.78554e+06,1.02579e+03
1.21274e+01,1.61504e+00,7.07132e-01,2.03274e-02,1.32292e+01,3.01570e-01,-7.57225e-01,1,5.82209e+05,4.78554e+06,1.02531e+03
1.21303e+01,1.61069e+00,7.93673e-01,2.01772e-02,1.32303e+01,2.93863e-01,-7.34969e-01,1,5.82217e+05,4.78554e+06,1.02502e+03
1.23407e+01,1.61802e+00,8.34574e-01,2.07613e-02,1.32101e+01,2.81839e-01,-7.09861e-01,1,5.82225e+05,4.78554e+06,1.02488e+03
1.16638e+01,1.59994e+00,8.45511e-01,2.12860e-02,1.31977e+01,2.93627e-01,-7.52279e-01,1,5.82217e+05,4.78554e+06,1.02549e+03
1.32089e+01,1.62698e+00,6.59435e-01,1.88894e-02,1.32917e+01,2.65154e-01,-6.53370e-01,1,5.82250e+05,4.78553e+06,1.02430e+03
1.38380e+01,1.64533e+00,6.17218e-01,1.84517e-02,1.33018e+01,2.60955e-01,-6.37159e-01,1,5.82250e+05,4.78552e+06,1.02402e+03
1.23175e+01,1.60960e+00,7.82376e-01,1.97725e-02,1.32532e+01,2.79796e-01,-6.96339e-01,1,5.82234e+05,4.78554e+06,1.02475e+03
1.24240e+01,1.60838e+00,7.44258e-01,1.95671e-02,1.32668e+01,2.74718e-01,-6.83532e-01,1,5.82242e+05,4.78554e+06,1.02467e+03
1.25306e+01,1.60715e+00,7.05922e-01,1.93612e-02,1.32805e+01,2.69644e-01,-6.70719e-01,1,5.82250e+05,4.78554e+06,1.02458e+03
1.27291e+01,1.61352e+00,6.37812e-01,2.00073e-02,1.32605e+01,2.60274e-01,-6.56038e-01,1,5.82258e+05,4.78554e+06,1.02437e+03
1.20338e+01,1.59528e+00,7.31791e-01,2.05362e-02,1.32402e+01,2.69822e-01,-6.86485e-01,1,5.82250e+05,4.78554e+06,1.02483e+03
1.33545e+01,1.61913e+00,2.29129e-01,1.84207e-02,1.33308e+01,2.53746e-01,-6.28337e-01,1,5.82282e+05,4.78553e+06,1.02357e+03
1.39965e+01,1.63790e+00,2.27114e-01,1.80064e-02,1.33404e+01,2.49261e-01,-6.12815e-01,1,5.82282e+05,4.78552e+06,1.02335e+03
1.41028e+01,1.64786e+00,-2.82531e-13,1.90274e-02,1.33002e+01,2.41612e-01,-6.05594e-01,1,5.82290e+05,4.78552e+06,1.02319e+03
1.34941e+01,1.62854e+00,-8.99319e-13,1.93856e-02,1.32922e+01,2.46345e-01,-6.21801e-01,1,5.82290e+05,4.78553e+06,1.02341e+03
1.26463e+01,1.60377e+00,5.09731e-01,1.90352e-02,1.33093e+01,2.62202e-01,-6.53512e-01,1,5.82266e+05,4.78554e+06,1.02421e+03
1.26681e+01,1.60183e+00,3.70146e-01,1.89456e-02,1.33157e+01,2.60366e-01,-6.49359e-01,1,5.82274e+05,4.78554e+06,1.02405e+03
1.26788e+01,1.59947e+00,2.30964e-01,1.88602e-02,1.33214e+01,2.58540e-01,-6.45092e-01,1,5.82282e+05,4.78554e+06,1.02385e+03
1.22269e+01,1.58780e+00,0.00000e+00,2.01733e-02,1.32706e+01,2.55692e-01,-6.55464e-01,1,5.82290e+05,4.78554e+06,1.02381e+03
1.28346e+01,1.60772e+00,-1.34606e-12,1.97756e-02,1.32833e+01,2.51398e-01,-6.39059e-01,1,5.82290e+05,4.78554e+06,1.02362e+03
1.21661e+01,1.58773e+00,2.31392e-01,2.02274e-02,1.32649e+01,2.57922e-01,-6.58700e-01,1,5.82282e+05,4.78554e+06,1.02405e+03
2.78478e+01,2.03032e+00,1.69586e+01,1.35870e-02,1.27697e+01,-1.49253e-01,2.46070e-01,1,5.81345e+05,4.78556e+06,1.02253e+03
2.77795e+01,2.02927e+00,1.66209e+01,1.36039e-02,1.27658e+01,-1.48043e-01,2.39597e-01,1,5.81345e+05,4.78555e+06,1.02231e+03
2.76959e+01,2.00862e+00,1.74257e+01,1.33824e-02,1.27515e+01,-6.13368e-02,9.95706e-02,1,5.81329e+05,4.78557e+06,1.02209e+03
2.78086e+01,2.02000e+00,1.73731e+01,1.34751e-02,1.27627e+01,-1.05776e-01,1.76029e-01,1,5.81337e+05,4.78557e+06,1.02243e+03
2.74727e+01,1.99229e+00,1.75317e+01,1.36088e-02,1.27140e+01,1.09234e-12,-1.74842e-12,1,5.81321e+05,4.78557e+06,1.02168e+03
2.79162e+01,2.03144e+00,1.73217e+01,1.35709e-02,1.27736e+01,-1.50560e-01,2.52930e-01,1,5.81345e+05,4.78557e+06,1.02275e+03
2.79327e+01,2.03697e+00,1.72979e+01,1.38996e-02,1.27681e+01,-1.85485e-01,3.09159e-01,1,5.81353e+05,4.78557e+06,1.02307e+03
2.79140e+01,2.02795e+00,1.77046e+01,1.37959e-02,1.27609e+01,-1.43384e-01,2.43473e-01,1,5.81345e+05,4.78557e+06,1.02300e+03
2.80277e+01,2.05174e+00,1.65066e+01,1.37979e-02,1.28226e+01,-2.80438e-01,4.49150e-01,1,5.81378e+05,4.78556e+06,1.02391e+03
2.79514e+01,2.04983e+00,1.61715e+01,1.38068e-02,1.28187e+01,-2.77897e-01,4.36550e-01,1,5.81378e+05,4.78555e+06,1.02362e+03
2.80275e+01,2.04298e+00,1.71445e+01,1.36850e-02,1.27983e+01,-2.20701e-01,3.60223e-01,1,5.81361e+05,4.78557e+06,1.02340e+03
2.80665e+01,2.04839e+00,1.70056e+01,1.37377e-02,1.28124e+01,-2.51950e-01,4.11468e-01,1,5.81370e+05,4.78557e+06,1.02380e+03
2.80855e+01,2.05378e+00,1.68721e+01,1.37989e-02,1.28251e+01,-2.83289e-01,4.62615e-01,1,5.81378e+05,4.78557e+06,1.02414e+03
2.80407e+01,2.05726e+00,1.67184e+01,1.40606e-02,1.28274e+01,-3.15543e-01,5.11099e-01,1,5.81386e+05,4.78557e+06,1.02446e+03
2.80836e+01,2.05397e+00,1.72133e+01,1.40030e-02,1.28165e+01,-2.85644e-01,4.73009e-01,1,5.81378e+05,4.78557e+06,1.02435e+03
2.80220e+01,2.07237e+00,1.57095e+01,1.41020e-02,1.28841e+01,-4.10723e-01,6.45624e-01,1,5.81410e+05,4.78556e+06,1.02546e+03
2.79422e+01,2.06953e+00,1.53665e+01,1.40992e-02,1.28813e+01,-4.06925e-01,6.26772e-01,1,5.81410e+05,4.78555e+06,1.02510e+03
2.80759e+01,2.06376e+00,1.65073e+01,1.39583e-02,1.28532e+01,-3.50053e-01,5.62034e-01,1,5.81394e+05,4.78557e+06,1.02483e+03
2.80616e+01,2.06938e+00,1.62742e+01,1.40429e-02,1.28683e+01,-3.82422e-01,6.12782e-01,1,5.81402e+05,4.78557e+06,1.02524e+03
2.80957e+01,2.07515e+00,1.60556e+01,1.41068e-02,1.28863e+01,-4.14297e-01,6.63966e-01,1,5.81410e+05,4.78557e+06,1.02580e+03
2.80688e+01,2.07985e+00,1.58359e+01,1.42633e-02,1.28979e+01,-4.47974e-01,7.14357e-01,1,5.81418e+05,4.78557e+06,1.02629e+03
2.81243e+01,2.07729e+00,1.64373e+01,1.42095e-02,1.28824e+01,-4.17809e-01,6.83229e-01,1,5.81410e+05,4.78557e+06,1.02613e+03
2.79363e+01,2.12429e+00,1.38008e+01,1.49739e-02,1.30219e+01,-6.58306e-01,1.03862e+00,1,5.81467e+05,4.78556e+06,1.02931e+03
2.74905e+01,2.16779e+00,1.22612e+01,1.59574e-02,1.31245e+01,-8.10556e-01,1.31032e+00,1,5.81499e+05,4.78556e+06,1.03118e+03
2.72339e+01,2.23974e+00,8.35769e+00,1.71917e-02,1.33988e+01,-9.83194e-01,1.69720e+00,1,5.81539e+05,4.78556e+06,1.03808e+03
2.77567e+01,2.24095e+00,9.61119e+00,1.68285e-02,1.33650e+01,-9.38287e-01,1.67663e+00,1,5.81531e+05,4.78557e+06,1.03761e+03
1.12285e+01,1.67985e+00,-2.82105e+00,2.33751e-02,1.34786e+01,3.96326e-01,-1.17161e+00,1,5.82120e+05,4.78556e+06,1.03684e+03
1.12569e+01,1.68858e+00,-3.21249e+00,2.40715e-02,1.35021e+01,3.91107e-01,-1.22440e+00,1,5.82112e+05,4.78557e+06,1.03882e+03
1.16122e+01,1.70772e+00,-3.75840e+00,2.39589e-02,1.35649e+01,4.00344e-01,-1.25039e+00,1,5.82105e+05,4.78557e+06,1.04063e+03
1.10452e+01,1.62738e+00,-1.21227e+00,2.36591e-02,1.32793e+01,3.53609e-01,-1.07626e+00,1,5.82145e+05,4.78556e+06,1.03232e+03
1.08416e+01,1.60064e+00,1.85633e-01,2.28690e-02,1.31978e+01,3.22863e-01,-9.43042e-01,1,5.82177e+05,4.78556e+06,1.02918e+03
1.08094e+01,1.57279e+00,9.53323e-01,2.18257e-02,1.31745e+01,2.89000e-01,-8.01210e-01,1,5.82217e+05,4.78556e+06,1.02635e+03
1.12450e+01,1.58367e+00,9.10304e-01,2.12737e-02,1.31965e+01,2.92859e-01,-7.77016e-01,1,5.82217e+05,4.78555e+06,1.02597e+03
1.04028e+01,1.57364e+00,8.43146e-01,2.27401e-02,1.31521e+01,2.96475e-01,-8.70243e-01,1,5.82202e+05,4.78556e+06,1.02754e+03
1.03790e+01,1.56736e+00,9.22353e-01,2.25698e-02,1.31511e+01,2.90763e-01,-8.47924e-01,1,5.82210e+05,4.78557e+06,1.02710e+03
1.04095e+01,1.56291e+00,9.92714e-01,2.23363e-02,1.31545e+01,2.85298e-01,-8.23661e-01,1,5.82217e+05,4.78557e+06,1.02673e+03
1.05265e+01,1.56349e+00,1.03992e+00,2.23333e-02,1.31492e+01,2.77424e-01,-7.98390e-01,1,5.82225e+05,4.78557e+06,1.02645e+03
1.00136e+01,1.55241e+00,1.03418e+00,2.29333e-02,1.31263e+01,2.79732e-01,-8.48256e-01,1,5.82218e+05,4.78557e+06,1.02708e+03
9.99186e+00,1.55832e+00,9.64630e-01,2.31842e-02,1.31256e+01,2.85776e-01,-8.70511e-01,1,5.82210e+05,4.78557e+06,1.02745e+03
1.10803e+01,1.56106e+00,8.22996e-01,2.08661e-02,1.32233e+01,2.69211e-01,-7.34231e-01,1,5.82250e+05,4.78556e+06,1.02547e+03
1.14905e+01,1.57182e+00,7.95794e-01,2.04299e-02,1.32397e+01,2.71494e-01,-7.12452e-01,1,5.82250e+05,4.78555e+06,1.02510e+03
1.05242e+01,1.55655e+00,9.70879e-01,2.18156e-02,1.31766e+01,2.75145e-01,-7.83584e-01,1,5.82234e+05,4.78557e+06,1.02621e+03
1.05938e+01,1.55327e+00,9.11418e-01,2.15623e-02,1.31913e+01,2.71028e-01,-7.69781e-01,1,5.82242e+05,4.78557e+06,1.02601e+03
1.06397e+01,1.54892e+00,8.54991e-01,2.13227e-02,1.32040e+01,2.66967e-01,-7.55779e-01,1,5.82250e+05,4.78557e+06,1.02571e+03
1.08195e+01,1.55215e+00,7.67265e-01,2.15057e-02,1.31951e+01,2.58758e-01,-7.41553e-01,1,5.82258e+05,4.78557e+06,1.02546e+03
1.02865e+01,1.54028e+00,8.74793e-01,2.21145e-02,1.31619e+01,2.60367e-01,-7.79812e-01,1,5.82250e+05,4.78557e+06,1.02594e+03
1.11482e+01,1.54756e+00,2.59421e-01,2.02662e-02,1.32641e+01,2.59852e-01,-7.06667e-01,1,5.82282e+05,4.78556e+06,1.02442e+03
1.16022e+01,1.56050e+00,2.58401e-01,1.98453e-02,1.32819e+01,2.61684e-01,-6.85628e-01,1,5.82282e+05,4.78555e+06,1.02420e+03
1.17521e+01,1.56978e+00,-2.04248e-12,2.06212e-02,1.32414e+01,2.53732e-01,-6.78872e-01,1,5.82290e+05,4.78555e+06,1.02396e+03
1.13064e+01,1.55529e+00,-3.19813e-12,2.09456e-02,1.32245e+01,2.51738e-01,-7.00811e-01,1,5.82290e+05,4.78556e+06,1.02410e+03
1.06476e+01,1.53985e+00,6.12128e-01,2.09445e-02,1.32302e+01,2.60953e-01,-7.38193e-01,1,5.82266e+05,4.78557e+06,1.02509e+03
1.06363e+01,1.53594e+00,4.38648e-01,2.08408e-02,1.32361e+01,2.59451e-01,-7.33556e-01,1,5.82274e+05,4.78557e+06,1.02480e+03
1.06303e+01,1.53224e+00,2.62614e-01,2.07329e-02,1.32425e+01,2.57932e-01,-7.28922e-01,1,5.82282e+05,4.78557e+06,1.02453e+03
1.03933e+01,1.52399e+00,0.00000e+00,2.15630e-02,1.31873e+01,2.46521e-01,-7.47090e-01,1,5.82290e+05,4.78557e+06,1.02439e+03
1.08266e+01,1.53979e+00,1.86483e-12,2.12985e-02,1.32063e+01,2.49633e-01,-7.24242e-01,1,5.82290e+05,4.78557e+06,1.02426e+03
1.03287e+01,1.52523e+00,2.58177e-01,2.17573e-02,1.31769e+01,2.49004e-01,-7.50079e-01,1,5.82282e+05,4.78557e+06,1.02461e+03
2.81327e+01,2.03430e+00,1.84127e+01,1.35119e-02,1.27872e+01,-1.50696e-01,2.70263e-01,1,5.81345e+05,4.78559e+06,1.02347e+03
2.80628e+01,2.03331e+00,1.80716e+01,1.35298e-02,1.27827e+01,-1.51113e-01,2.63811e-01,1,5.81345e+05,4.78558e+06,1.02323e+03
2.79840e+01,2.00981e+00,1.88935e+01,1.32695e-02,1.27703e+01,-6.01840e-02,1.06669e-01,1,5.81329e+05,4.78560e+06,1.02302e+03
2.80883e+01,2.02261e+00,1.88380e+01,1.33848e-02,1.27807e+01,-1.05289e-01,1.92077e-01,1,5.81337e+05,4.78560e+06,1.02336e+03
2.77852e+01,1.99229e+00,1.89918e+01,1.34135e-02,1.27383e+01,9.60030e-13,-1.65880e-12,1,5.81321e+05,4.78560e+06,1.02265e+03
2.81997e+01,2.03535e+00,1.87805e+01,1.34962e-02,1.27916e+01,-1.50322e-01,2.77154e-01,1,5.81345e+05,4.78560e+06,1.02372e+03
2.82256e+01,2.04267e+00,1.87493e+01,1.37833e-02,1.27892e+01,-1.87606e-01,3.43541e-01,1,5.81353e+05,4.78560e+06,1.02404e+03
2.81961e+01,2.03224e+00,1.91660e+01,1.36722e-02,1.27818e+01,-1.43322e-01,2.69342e-01,1,5.81345e+05,4.78560e+06,1.02393e+03
2.82508e+01,2.05934e+00,1.79595e+01,1.38028e-02,1.28340e+01,-2.85505e-01,5.00985e-01,1,5.81378e+05,4.78559e+06,1.02485e+03
2.81880e+01,2.05742e+00,1.76202e+01,1.38044e-02,1.28304e+01,-2.85644e-01,4.87751e-01,1,5.81378e+05,4.78558e+06,1.02457e+03
2.82824e+01,2.04925e+00,1.86018e+01,1.36555e-02,1.28134e+01,-2.22321e-01,4.00808e-01,1,5.81361e+05,4.78560e+06,1.02436e+03
2.82922e+01,2.05528e+00,1.84659e+01,1.37313e-02,1.28251e+01,-2.53645e-01,4.57594e-01,1,5.81369e+05,4.78560e+06,1.02473e+03
2.83229e+01,2.06134e+00,1.83226e+01,1.37982e-02,1.28382e+01,-2.85079e-01,5.14607e-01,1,5.81378e+05,4.78560e+06,1.02516e+03
